adress,Latitude,Longitude
"Кропивницький,вул. Леваневського, 1-а",48.5357906,32.2645164
"Кропивницький,вул. Леваневського, 2-б ЗОШ № 25",48.5405453,32.2679595
"Кропивницький,вул. Леваневського, 80",48.5308454,32.25949020000001
"Кропивницький,вул. Леніна, 145/72",48.51712819999999,32.2521054
"Кропивницький,вул. Ленінградаська, 67",48.5309077,32.2572402
"Кропивницький,вул. Ленінградська, 33",48.5275158,32.2652536
"Кропивницький,вул. Ленінградська, 41",48.5283191,32.2632455
"Кропивницький,вул. Ленінградська, 44",48.52938779999999,32.2617454
"Кропивницький,вул. Ленінградська, 62",48.53123249999999,32.2575587
"Кропивницький,вул. Ленінградська, 73",48.53132900000001,32.256328
"Кропивницький,вул. Лесі Українки, 62",48.520941,32.2224834
"Кропивницький,вул. Лінія 10-а, буд. 53",48.4747469,32.2815395
"Кропивницький,вул. Лінія 10-та  буд. 52",48.50793300000001,32.262317
"Кропивницький,вул. Лінія, 1-а, буд. 3",48.47353400000001,32.2791635
"Кропивницький,вул. Лінія, 1-а, № 4-а (музшкола)",48.4733363,32.278372
"Кропивницький,вул. Лінія, 10-а, буд. 56",48.4731766,32.2832868
"Кропивницький,вул. Лінія, 10-а, буд. 58",48.4723341,32.28236580000001
"Кропивницький,вул. Лінія, 4-а, буд. 17",48.4742641,32.2798514
"Кропивницький,вул. Лінія, 4, буд.16",48.4739198,32.2801719
"Кропивницький,вул. Лінія, 5-а, буд. 24",48.4715311,32.2793765
"Кропивницький,вул. Лінія, 9-а, буд. 41",48.4745972,32.2769941
"Кропивницький,вул. Лісопаркова (""Сосновий"")",48.50793300000001,32.262317
"Кропивницький,вул. Лісопаркова, 11",48.5414154,32.2545258
"Кропивницький,вул. Лісопаркова, 15",48.5411181,32.2542234
"Кропивницький,вул. Лісопаркова, 27",48.5403338,32.253529
"Кропивницький,вул. Маршала Конєва, 15 (ДНЗ № 68)",48.5032725,32.2169435
"Кропивницький,вул. Маршала Конєва, 23 корп. 1",48.4980743,32.202848
"Кропивницький,вул. Маршала Конєва, 25/19 корп. 1",48.497445,32.20264
"Кропивницький,вул. Маршала Конєва, 5, корп. 1",48.5018306,32.213384
"Кропивницький,вул. Маршала Конєва, 7, під'їзд, 6",48.5008387,32.2094719
"Кропивницький,вул. Маяковського, 46 та 46-а",48.50793300000001,32.262317
"Кропивницький,вул. Медведєва",48.5167795,32.2652802
"Кропивницький,вул. Медведєва, 13",48.516962,32.2631094
"Кропивницький,вул. Медведєва,1-а",48.5101817,32.2218809
"Кропивницький,вул. Медведєва,1-а",48.5101817,32.2218809
"Кропивницький,вул. Менделеєва між буд. № 46 та 47",48.50793300000001,32.262317
"Кропивницький,вул. Микитенка, 35/21 (ЗОШ №33)",48.470672,32.2599384
"Кропивницький,вул. Миколи Левитського, 15/12",48.5319114,32.2734318
"Кропивницький,вул. Миколи Левитського, від № 1-а та № 1/49",48.50793300000001,32.262317
"Кропивницький,вул. Миколи Смоленчука, 16",48.5024895,32.2672407
"Кропивницький,вул. Миру, 1/5",48.529054,32.27762209999999
"Кропивницький,вул. Миру, 10",48.526367,32.274966
"Кропивницький,вул. Миру, 12",48.525518,32.27434
"Кропивницький,вул. Миру, 17-а",48.5255068,32.2749317
"Кропивницький,вул. Миру, 2/7",48.528099,32.27690800000001
"Кропивницький,вул. Миру, 4",48.5288915,32.2763607
"Кропивницький,вул. Миру, 8",48.5272161,32.275592
"Кропивницький,вул. Михайлівська, 1",48.5151151,32.279714
"Кропивницький,вул. Михайлівська, 17",48.511927,32.2769266
"Кропивницький,вул. Михайлівська, 30/37",48.5096091,32.2741469
"Кропивницький,вул. Михайлівська, 36",48.5088544,32.2733947
"Кропивницький,вул. Михайлівська, 36-а",48.509164,32.272615
"Кропивницький,вул. Михайлівська, 54",48.5067102,32.2713457
"Кропивницький,вул. Михайлівська, 73",48.5054721,32.2704593
"Кропивницький,вул. Михайлівська, 73 та 75",48.5075067,32.27216310000001
"Кропивницький,вул. Михайлівська, 81",48.5037619,32.2688077
"Кропивницький,вул. Михайлівська, 9",48.5128254,32.2778806
"Кропивницький,вул. Михайлівська, уздовж паркану будинку № 73",48.5075067,32.27216310000001
"Кропивницький,вул. Мічуріна (біля ДНЗ)",48.50793300000001,32.262317
"Кропивницький,вул. Мічуріна кут біля парку ім. Крючкова",48.5287397,32.2650306
"Кропивницький,вул. Мічуріна, біля парку ім. Крючкова",48.5287397,32.2650306
"Кропивницький,вул. Можайського, 4",48.50793300000001,32.262317
"Кропивницький,вул. Молодіжна, 25",48.4652106,32.2898217
"Кропивницький,вул. Молодіжна, 27/12",48.4651758,32.2897106
"Кропивницький,вул. Московська",48.5625095,32.2424373
"Кропивницький,вул. Московська ""Гай десантників""",48.50793300000001,32.262317
"Кропивницький,вул. Московська зупинка ""Лелеківське кладовище""",48.50793300000001,32.262317
"Кропивницький,вул. Московська, 21",48.554255,32.2436714
"Кропивницький,вул. Московська, 42-б",48.5580444,32.2423515
"Кропивницький,вул. Московська, 84",48.5658143,32.2410515
"Кропивницький,вул. Мосоквська, 175",48.5754701,32.2421291
"Кропивницький,вул. Мотокросна, 31",48.4729605,32.3081796
"Кропивницький,вул. Некрасова",48.52574749999999,32.2819869
"Кропивницький,вул. Нижня П'ятихатська",48.4762804,32.2777641
"Кропивницький,вул. Нижня П'ятихатська, 1",48.4756903,32.2729788
"Кропивницький,вул. Нижня Прирічна, 52",48.47626400000001,32.2594851
"Кропивницький,вул. Нижня Пятихатська, 18-22",48.4753019,32.2753976
"Кропивницький,вул. Новгородська, 14",48.5002814,32.2867159
"Кропивницький,вул. Новгородська, 41 біля ЗОШ № 2",48.50282199999999,32.29047
"Кропивницький,вул. Новоросійська, 29",48.4947138,32.24322410000001
"Кропивницький,вул. Одеська, 21",48.50511239999999,32.2790829
"Кропивницький,вул. Одеська, 38",48.5026909,32.2765308
"Кропивницький,вул. Одеська, 40",48.5024095,32.2765204
"Кропивницький,вул. Одеська, 40",48.5024095,32.2765204
"Кропивницький,вул. Олега Ольжича, 36 та між 36-38",48.5257137,32.2765764
"Кропивницький,вул. Олега Ольжича, уздовж дороги",48.5257137,32.2765764
"Кропивницький,вул. Олександрійська, 68/50",48.5019522,32.2823094
"Кропивницький,вул. Олександрійське шосе",48.5026199,32.2825798
"Кропивницький,вул. Олександрійське шоссе, біля гаражного кооперативу",48.50793300000001,32.262317
"Кропивницький,вул. Олексія Волохова, 9/1",48.50793300000001,32.262317
"Кропивницький,вул. Олени Бур'янової, 12/9",48.51980640000001,32.2516237
"Кропивницький,вул. Олени Журливої, 1 (пологовий будинок № 1)",48.53479369999999,32.2713888
"Кропивницький,вул. Олени Теліги (Тельмана), 83",48.5347992,32.2578366
"Кропивницький,вул. Орджонікідзе (вул. Кавалерійська, 13)",48.5163672,32.2605108
"Кропивницький,вул. Орджонікідзе (перед аркою)",48.5163672,32.2605108
"Кропивницький,вул. Павла Рябкова-Пушкіна",48.50793300000001,32.262317
"Кропивницький,вул. Павла Сніцара, 29",48.507537,32.2514796
"Кропивницький,вул. Павла Сніцара, 69-а",48.507537,32.2514796
"Кропивницький,вул. Пацаєва ЗОШ № 18",48.50061400000001,32.210324
"Кропивницький,вул. Пацаєва-Волкова",48.4989853,32.2162852
"Кропивницький,вул. Пацаєва, 1",48.495079,32.217679
"Кропивницький,вул. Пацаєва, 1/3",48.5019308,32.2148725
"Кропивницький,вул. Пацаєва, 10",48.4959289,32.216743
"Кропивницький,вул. Пацаєва, 10-а (ДНЗ № 67)",48.498616,32.216727
"Кропивницький,вул. Пацаєва, 11-а (ДНЗ № 62)",48.4956879,32.2135883
"Кропивницький,вул. Пацаєва, 12 корп. 1",48.4955957,32.21753
"Кропивницький,вул. Пацаєва, 12, корп. 2",48.4955957,32.21753
"Кропивницький,вул. Пацаєва, 14, корп. 2",48.4948846,32.2141695
"Кропивницький,вул. Пацаєва, 2, під'їзд, 1",48.498616,32.216727
"Кропивницький,вул. Пацаєва, 3-а",48.502013,32.21487
"Кропивницький,вул. Пацаєва, 3, корп. 1",48.5007499,32.2157138
"Кропивницький,вул. Пацаєва, 3, корп. 2",48.5007499,32.2157138
"Кропивницький,вул. Пацаєва, 4, корп. 1",48.50011629999999,32.2150554
"Кропивницький,вул. Пацаєва, 4, корп. 2",48.50011629999999,32.2150554
"Кропивницький,вул. Пацаєва, 4, корп. 3",48.50011629999999,32.2150554
"Кропивницький,вул. Пацаєва, 5 корп.2",48.4993148,32.2162582
"Кропивницький,вул. Пацаєва, 5, корп. 1",48.4993148,32.2162582
"Кропивницький,вул. Пацаєва, 5, корп. 2",48.4993148,32.2162582
"Кропивницький,вул. Пацаєва, 5, корп. 3",48.4993148,32.2162582
"Кропивницький,вул. Пацаєва, 6, корп. 1",48.49913,32.2159676
"Кропивницький,вул. Пацаєва, 6, корп. 2",48.49913,32.2159676
"Кропивницький,вул. Пацаєва, 6, корп. 3",48.49913,32.2159676
"Кропивницький,вул. Пацаєва, 8, корп. 1",48.4984586,32.2165143
"Кропивницький,вул. Пацаєва, 8, корп. 2",48.4984586,32.2165143
"Кропивницький,вул. Пацаєва, 8, корп. 3",48.4984586,32.2165143
"Кропивницький,вул. Пацаєва, 8, корп. 4",48.4984586,32.2165143
"Кропивницький,вул. Пацаєва, 8, корп. 5",48.4984586,32.2165143
"Кропивницький,вул. Пашутінська, 17",48.5117878,32.2716752
"Кропивницький,вул. Пашутінська, 19-21",48.51161519999999,32.2715313
"Кропивницький,вул. Пашутінська, 22",48.510605,32.2701699
"Кропивницький,вул. Петропавлівська",48.5047124,32.2804122
"Кропивницький,вул. Петропавлівська (біля КОДЛ)",48.5047124,32.2804122
"Кропивницький,вул. Петропавлівська (Енгельса), 14/88",48.50793300000001,32.262317
"Кропивницький,вул. Пляжева, 2",48.5388234,32.263088
"Кропивницький,вул. Пляжна, 83",48.50793300000001,32.262317
"Кропивницький,вул. Пляжна, 84",48.50793300000001,32.262317
"Кропивницький,вул. Повітрянофлотська, 16-а біля ДНЗ № 35",48.5199412,32.2221421
"Кропивницький,вул. Повітрянофлотська, 40 (за будинком)",48.5199412,32.2221421
"Кропивницький,вул. Повітрянофлотська, 57",48.5167677,32.2188477
"Кропивницький,вул. Пожарського, 20",48.5072121,32.2412517
"Кропивницький,вул. Пожарського, 3",48.5066251,32.2385383
"Кропивницький,вул. Пожарського, 5",48.5067544,32.2397241
"Кропивницький,вул. Покровська (між будинками 40 та 42)",48.5019687,32.2728016
"Кропивницький,вул. Покровська, 11",48.50377599999999,32.2687163
"Кропивницький,вул. Покровська, 15",48.5034113,32.2696487
"Кропивницький,вул. Покровська, 23",48.5028839,32.2709842
"Кропивницький,вул. Покровська, 24",48.5023226,32.2715949
"Кропивницький,вул. Покровська, 27",48.5026521,32.2714463
"Кропивницький,вул. Покровська, 30",48.501938,32.2725441
"Кропивницький,вул. Покровська, 33",48.5022845,32.2723414
"Кропивницький,вул. Покровська, 34 та від № 31-39",48.5019687,32.2728016
"Кропивницький,вул. Покровська, 38-а",48.5012735,32.2739699
"Кропивницький,вул. Покровська, 73",48.49944540000001,32.2791772
"Кропивницький,вул. Полтавська, 28, корп. 2",48.5227621,32.2922404
"Кропивницький,вул. Полтавська, 30",48.5225223,32.2917681
"Кропивницький,вул. Полтавська, 58",48.52081,32.2854696
"Кропивницький,вул. Полтавська, 71",48.5201646,32.2908611
"Кропивницький,вул. Полтавська, 75",48.5201818,32.2883066
"Кропивницький,вул. Полтавська, 75",48.5201818,32.2883066
"Кропивницький,вул. Полтавська, 81",48.5196046,32.2851471
"Кропивницький,вул. Полярна, 15/42",48.51907139999999,32.221433
"Кропивницький,вул. Поповича, 1-к",48.5239679,32.258731
"Кропивницький,вул. Поповича, 10/2",48.52325250000001,32.2588454
"Кропивницький,вул. Поповича, 7",48.524288,32.2580419
"Кропивницький,вул. Поповича, 7-б",48.524288,32.2580419
"Кропивницький,вул. Поповича, 7-в",48.524288,32.2580419
"Кропивницький,вул. Поповича, 8",48.5233705,32.2586166
"Кропивницький,вул. Преображенська-Новгородська (біля мосту)",48.5005903,32.2866428
"Кропивницький,вул. Преображенська, 10",48.5075557,32.2631952
"Кропивницький,вул. Преображенська, 100",48.4966866,32.2880459
"Кропивницький,вул. Преображенська, 101 ДНЗ № 37 ""Ластівка""",48.498486,32.2866051
"Кропивницький,вул. Преображенська, 102",48.4965876,32.2882225
"Кропивницький,вул. Преображенська, 103 (ДНЗ ""Перлинка"")",48.5024234,32.2753996
"Кропивницький,вул. Преображенська, 103 (ЗОШ № 1)",48.49404699999999,32.2860959
"Кропивницький,вул. Преображенська, 12",48.5063525,32.265378
"Кропивницький,вул. Преображенська, 28-а",48.5044961,32.2700068
"Кропивницький,вул. Преображенська, 3-а",48.5078405,32.2618689
"Кропивницький,вул. Преображенська, 35-а",48.5048258,32.2706914
"Кропивницький,вул. Преображенська, 37",48.5044852,32.2706595
"Кропивницький,вул. Преображенська, 39",48.5043831,32.2709232
"Кропивницький,вул. Преображенська, 48",48.5031855,32.2731471
"Кропивницький,вул. Преображенська, 58",48.5029713,32.2737265
"Кропивницький,вул. Преображенська, 6",48.5067912,32.2615701
"Кропивницький,вул. Преображенська, 62/144",48.50275999999999,32.274226
"Кропивницький,вул. Преображенська, 79/35",48.5022285,32.2769646
"Кропивницький,вул. Преображенська, 8",48.5075557,32.2631952
"Кропивницький,вул. Преображенська, 98",48.49675449999999,32.2878293
"Кропивницький,вул. Преображенська, між КП ""Теплооенергетик""",48.50793300000001,32.262317
"Кропивницький,вул. Пролетарська (навпроти № 32)",48.50793300000001,32.262317
"Кропивницький,вул. Пролетарська, 23",48.50193590000001,32.2685565
"Кропивницький,вул. Пролетарська, 32 навпроти",48.50793300000001,32.262317
"Кропивницький,вул. Пушкіна, 18",48.5092582,32.2494536
"Кропивницький,вул. Пушкіна, 23-а",48.5083622,32.2513421
"Кропивницький,вул. Пушкіна, 24",48.5090696,32.2499518
"Кропивницький,вул. Пушкіна, 32",48.50868149999999,32.2504612
"Кропивницький,вул. Пушкіна, 33",48.5071241,32.252839
"Кропивницький,вул. Пушкіна, 37",48.5068438,32.2532719
"Кропивницький,вул. Пушкіна, 39",48.50659779999999,32.25364040000001
"Кропивницький,вул. Пушкіна, 42",48.5080934,32.2512275
"Кропивницький,вул. Пушкіна, 48",48.5062511,32.2530102
"Кропивницький,вул. Пушкіна, 48-50",48.5062511,32.2530102
"Кропивницький,вул. Пушкіна, 50",48.5057778,32.2555023
"Кропивницький,вул. Пушкіна, 53",48.5056934,32.2559723
"Кропивницький,вул. Пушкіна, 57",48.5052609,32.2569364
"Кропивницький,вул. Пушкіна, 58",48.50507529999999,32.2570337
"Кропивницький,вул. Пушкіна, 62",48.5054049,32.2560596
"Кропивницький,вул. Пушкіна, 66",48.5051321,32.2565832
"Кропивницький,вул. Пушкіна, 68",48.5050643,32.2567997
"Кропивницький,вул. Пушкіна, 7",48.5099425,32.2486583
"Кропивницький,вул. Пушкіна, 70",48.50492149999999,32.257186
"Кропивницький,вул. Пушкіна, 71",48.5044243,32.2590515
"Кропивницький,вул. Пушкіна, 72",48.5048261,32.2573863
"Кропивницький,вул. Пушкіна, 77",48.5039125,32.2599904
"Кропивницький,вул. Пушкіна, 83",48.5038072,32.260302
"Кропивницький,вул. Пушкіна, 9",48.5094624,32.2492839
"Кропивницький,вул. Пушкіна,41/5",48.5063639,32.25414230000001
"Кропивницький,вул. Радянська, 1",48.56060369999999,32.2418926
"Кропивницький,вул. Радянська, 4-а",48.50793300000001,32.262317
"Кропивницький,вул. Радянська, 4, корп. 2",48.51696810000001,32.2543741
"Кропивницький,вул. Рівненська, 17",48.5035491,32.25559200000001
"Кропивницький,вул. Рівненська, 3",48.5046289,32.2532561
"Кропивницький,вул. Рівненська, 9",48.50413409999999,32.2541409
"Кропивницький,вул. Ркслана Слободянюка 1",48.50793300000001,32.262317
"Кропивницький,вул. Робоча, 2",48.4975634,32.2897602
"Кропивницький,вул. Робоча, 27",48.4962613,32.2922887
"Кропивницький,вул. Родникова, 77, корп. 2",48.5152075,32.2171266
"Кропивницький,вул. Родникова, 80",48.51520439999999,32.217194
"Кропивницький,вул. Руслана Слободянюка (Валентини Терешкової), 195",48.5254671,32.2276185
"Кропивницький,вул. Руслана Слободянюка, 13",48.50793300000001,32.262317
"Кропивницький,вул. Руслана Слободянюка, 164",48.50793300000001,32.262317
"Кропивницький,вул. Руслана Слободянюка, 29",48.50793300000001,32.262317
"Кропивницький,вул. Руслана Слободянюка, 45",48.50793300000001,32.262317
"Кропивницький,вул. Руслана Слободянюка, 61",48.50793300000001,32.262317
"Кропивницький,вул. Садова, 103/2",48.48921499999999,32.2608829
"Кропивницький,вул. Садова, 111",48.488544,32.2604247
"Кропивницький,вул. Садова, 88",48.4904691,32.2614457
"Кропивницький,вул. Свердлова, 164",48.4838508,32.2885875
"Кропивницький,вул. Свердлова, 38",48.4947082,32.2733565
"Кропивницький,вул. Свердлова, 45/34",48.49425309999999,32.2746698
"Кропивницький,вул. Свердлова, 46/36",48.49404089999999,32.274097
"Кропивницький,вул. Свердлова, 89/70",48.4905354,32.2797608
"Кропивницький,вул. Севастопольська, 11",48.530663,32.2754331
"Кропивницький,вул. Сергія Сєнчева (Повітрянофлотська), 55",48.5199412,32.2221421
"Кропивницький,вул. Сивашська, 11",48.5150614,32.2955382
"Кропивницький,вул. Соборна 28",48.5012678,32.2446691
"Кропивницький,вул. Соборна, 11",48.4995116,32.2486798
"Кропивницький,вул. Соборна, 12",48.5021721,32.2529705
"Кропивницький,вул. Соборна, 13/1",48.49996400000001,32.2483468
"Кропивницький,вул. Соборна, 14",48.5018478,32.2519906
"Кропивницький,вул. Соборна, 16",48.5011525,32.2495551
"Кропивницький,вул. Соборна, 16-а",48.5011525,32.2495551
"Кропивницький,вул. Соборна, 17",48.5004157,32.2463481
"Кропивницький,вул. Соборна, 18",48.5014472,32.2508379
"Кропивницький,вул. Соборна, 19",48.5005962,32.24521550000001
"Кропивницький,вул. Соборна, 23/34",48.50092249999999,32.2413927
"Кропивницький,вул. Соборна, 24",48.5011692,32.245679
"Кропивницький,вул. Соборна, 26",48.50129769999999,32.2451991
"Кропивницький,вул. Соборна, 3",48.5010514,32.2515457
"Кропивницький,вул. Соборна, 34",48.50142959999999,32.2427908
"Кропивницький,вул. Соборна, 38",48.5014774,32.2424007
"Кропивницький,вул. Соборна, 38 (підїзд 2)",48.50793300000001,32.262317
"Кропивницький,вул. Соборна, 40",48.5015294,32.2417479
"Кропивницький,вул. Соборна, 40",48.5015294,32.2417479
"Кропивницький,вул. Соборна, 5-а",48.500803,32.2507058
"Кропивницький,вул. Соборна, 7",48.5004455,32.2498671
"Кропивницький,вул. Соборна, 7-а",48.499183,32.24900600000001
"Кропивницький,вул. Соборна, 8 та 10",48.5013243,32.251355
"Кропивницький,вул. Соборна, біля ДОСААФ",48.5013243,32.251355
"Кропивницький,вул. Спренжина, навпроти буд. № 24 та 3 26",48.5779932,32.2541519
"Кропивницький,вул. Степанова, 2/59",48.5343688,32.2729891
"Кропивницький,вул. Степанова, 99",48.5256593,32.2647854
"Кропивницький,вул. Степняка Кравчинського парк ім. Кравчинського",48.522339,32.2221386
"Кропивницький,вул. Степняка-Кравчинського, 5",48.5230415,32.225719
"Кропивницький,вул. Суворова стадіон ""Піонер""",48.4888999,32.2530761
"Кропивницький,вул. Тараса Карпи (Тимірязєва), 104",48.5055369,32.2737353
"Кропивницький,вул. Тараса Карпи (Тимірязєва), 115",48.504584,32.276287
"Кропивницький,вул. Тараса Карпи, 100",48.5057172,32.2732644
"Кропивницький,вул. Тараса Карпи, 100",48.5057172,32.2732644
"Кропивницький,вул. Тараса Карпи, 100-б",48.5057172,32.2732644
"Кропивницький,вул. Тараса Карпи, 109",48.5052026,32.2751841
"Кропивницький,вул. Тараса Карпи, 12",48.5123912,32.2570335
"Кропивницький,вул. Тараса Карпи, 128",48.5039526,32.277727
"Кропивницький,вул. Тараса Карпи, 25",48.5117483,32.2594336
"Кропивницький,вул. Тараса Карпи, 60-62",48.50905909999999,32.2657438
"Кропивницький,вул. Тараса Карпи, 71",48.5080389,32.2684951
"Кропивницький,вул. Тараса Карпи, 8",48.5127631,32.2563328
"Кропивницький,вул. Тараса Карпи, 85",48.5067594,32.2716753
"Кропивницький,вул. Тараса Карпи, 88",48.50667800000001,32.2711363
"Кропивницький,вул. Тельмана, 1",48.5389284,32.2623424
"Кропивницький,вул. Тельмана, 5",48.5389284,32.2623424
"Кропивницький,вул. Тельмана, 54/62",48.5359235,32.2587208
"Кропивницький,вул. Тельмана, 77 (ДНЗ № 42)",48.5332471,32.2569879
"Кропивницький,вул. Тимірязєва, 21",48.51201409999999,32.258863
"Кропивницький,вул. Тимірязєва, 22",48.5026552,32.2836227
"Кропивницький,вул. Тимірязєва, 27/19",48.5116805,32.2596501
"Кропивницький,вул. Тимірязєва, 37/19",48.5111571,32.260701
"Кропивницький,вул. Тимірязєва, 51",48.5100603,32.2634646
"Кропивницький,вул. Тимірязєва, 61",48.5089784,32.2659428
"Кропивницький,вул. Тимірязєва, 63",48.50904130000001,32.2664767
"Кропивницький,вул. Тимірязєва, 69",48.50793300000001,32.26869790000001
"Кропивницький,вул. Тимірязєва, 8",48.5127631,32.2563328
"Кропивницький,вул. Тимірязєва, 96",48.5060127,32.272391
"Кропивницький,вул. Тиха, 15",48.4911919,32.2450519
"Кропивницький,вул. Тобілевича, 32",48.50499079999999,32.2504233
"Кропивницький,вул. Тобілевича, 32",48.50499079999999,32.2504233
"Кропивницький,вул. Тобілевича, 9",48.5059894,32.2529424
"Кропивницький,вул. Толстого, 4",48.5276395,32.287232
"Кропивницький,вул. Тульська, 1 біля спортивного майданчика",48.50793300000001,32.262317
"Кропивницький,вул. Ушакова (1-ша міська лікарня)",48.51090190000001,32.2693278
"Кропивницький,вул. Ушакова (неподалік кіоску)",48.50793300000001,32.262317
"Кропивницький,вул. Ушакова (цвинтар)",48.50793300000001,32.262317
"Кропивницький,вул. Ушакова навпроти готелю ""Турист""",48.501189,32.2576761
"Кропивницький,вул. Ушакова Фортеця ""Святої Єлизавети""",48.4981173,32.2544237
"Кропивницький,вул. Ушакова, 29",48.4895344,32.2481971
"Кропивницький,вул. Ушакова, 3-б",48.5017398,32.2585895
"Кропивницький,вул. Фадєєва, 7/40",48.4972226,32.298644
"Кропивницький,вул. Фортеця, 21",48.4981173,32.2544237
"Кропивницький,вул. Фрунзе, 5",,
"Кропивницький,вул. Фрунзе, 8",,
"Кропивницький,вул. Хабаровська, 5, корп. 1",,
"Кропивницький,вул. Хабаровська, 5, корп. 2",,
"Кропивницький,вул. Харківська, 44",,
"Кропивницький,вул. Херсонвська, 35",,
"Кропивницький,вул. Херсонська, 115/6",,
"Кропивницький,вул. Херсонська, 22/37",,
"Кропивницький,вул. Ціалковського, 1-д",,
"Кропивницький,вул. Червоногвардійська, 17",,
"Кропивницький,вул. Червоногвардійська, 19/43",,
"Кропивницький,вул. Червоногвардійська, 23",,
"Кропивницький,вул. Червоногвардійська, 34",,
"Кропивницький,вул. Червоногвардійська, 39",,
"Кропивницький,вул. Червоногвардійська, 46",,
"Кропивницький,вул. Червоногвардійська, 54",,
"Кропивницький,вул. Червоногвардійська, 64",,
"Кропивницький,вул. Червонозорівська, 23-а",,
"Кропивницький,вул. Червонозорівська, 23-б",,
"Кропивницький,вул. Червонозорівська, 29 (ЗОШ № 29)",,
"Кропивницький,вул. Червонозорівська, 44/1",,
"Кропивницький,вул. Червонозорівська, 9",,
"Кропивницький,вул. Чернишевського, 36",,
"Кропивницький,вул. Чигиринська, 11",,
"Кропивницький,вул. Чигиринська, 28-30",,
"Кропивницький,вул. Чигиринська, 7",,
"Кропивницький,вул. Чигиринська, 8",,
"Кропивницький,вул. Шатила, 12",,
"Кропивницький,вул. Шатила, 14",,
"Кропивницький,вул. Шатила, 16",,
"Кропивницький,вул. Шатила, 3",,
"Кропивницький,вул. Шатила, 5",,
"Кропивницький,вул. Шатила/вул. Ак.Корольова",,
"Кропивницький,вул. Шевченка, 16-б",,
"Кропивницький,вул. Шевченка, 21/27",,
"Кропивницький,вул. Шевченка, 26",,
"Кропивницький,вул. Шевченка, 29/29",,
"Кропивницький,вул. Шевченка, 36 (стоматполікл. № 1)",,
"Кропивницький,вул. Шевченка, 37",,
"Кропивницький,вул. Шевченка, 4",,
"Кропивницький,вул. Шевченка, 42/29",,
"Кропивницький,вул. Шевченка, 47",,
"Кропивницький,вул. Шевченка, 54-а",,
"Кропивницький,вул. Шевченка, 57/105",,
"Кропивницький,вул. Шевченка, 60",,
"Кропивницький,вул. Шевченка, 63/112",,
"Кропивницький,вул. Шевченка, 67",,
"Кропивницький,вул. Шевченка, 70",,
"Кропивницький,вул. Шевченка, 71",,
"Кропивницький,вул. Шевченка, 90",,
"Кропивницький,вул. Шевченка, сквер ім. Шевченка",,
"Кропивницький,вул. Шевченко, 70",,
"Кропивницький,вул. Шульгиних,  41",,
"Кропивницький,вул. Шульгиних, 11",,
"Кропивницький,вул. Шульгиних, 21/40",,
"Кропивницький,вул. Шульгиних, 43",,
"Кропивницький,вул. Шульгіних, 32",,
"Кропивницький,вул. Щорса, 1",,
"Кропивницький,вул. Щорса, 12",,
"Кропивницький,вул. Щорса, 6-8",,
"Кропивницький,вул. Щорса, 8",,
"Кропивницький,вул. Юрія Коваленка, 13, корп. 2",,
"Кропивницький,вул. Юрія Коваленка, 23, корп. 2",,
"Кропивницький,вул. Юрія Коваленка, 23, корп. 2",,
"Кропивницький,вул. Юрія Коваленка, 5-а",,
"Кропивницький,вул. Юрія Коваленка, 5, корп. 2",,
"Кропивницький,вул. Юрія Коваленка, 7",,
"Кропивницький,вул. Юрія Краснокутського, 1",,
"Кропивницький,вул. Юрія Краснокутського, 1-а",,
"Кропивницький,вул. Юрія Краснокутського, 1-а",,
"Кропивницький,вул. Юрія Краснокутського, 1-б",,
"Кропивницький,вул. Юрія Краснокутського, 16",,
"Кропивницький,вул. Юрія Краснокутського, 2",,
"Кропивницький,вул. Юрія Краснокутського, 3",,
"Кропивницький,вул. Юрія Краснокутського, 5",,
"Кропивницький,вул. Юрія Краснокутьського, 1-б",,
"Кропивницький,вул. Юрія Олефіренка",,
"Кропивницький,вул. Юрія Олефіренка, 14-а",,
"Кропивницький,вул. Юрія Олефіренка, 14-б",,
"Кропивницький,вул. Юрія Олефіренка, 14-в",,
"Кропивницький,вул. Юрія Олефіренка, 6",,
"Кропивницький,вул. Яновського, 100",,
"Кропивницький,вул. Яновського, 151",,
"Кропивницький,вул. Яновського, 153",,
"Кропивницький,вул. Яновського, 153-а",,
"Кропивницький,вул. Яновського, 155",,
"Кропивницький,вул. Яновського, 155-а",,
"Кропивницький,вул. Яновського, 157",,
"Кропивницький,вул. Яновського, 157-а",,
"Кропивницький,вул. Яновського, 36",,
"Кропивницький,вул. Яновського, 52",,
"Кропивницький,вул. Яновського, 54",,
"Кропивницький,вул. Яновського, 56",,
"Кропивницький,вул. Яновського, 57",,
"Кропивницький,вул. Яновського, 58-а",,
"Кропивницький,вул. Яновського, 62",,
"Кропивницький,вул. Яновського, 62-а",,
"Кропивницький,вул. Яновського, 64",,
"Кропивницький,вул. Яновського, 96",,
"Кропивницький,вул. Яновського, 98",,
"Кропивницький,вул.Андріїівська, 64",,
"Кропивницький,вул.Башкірська, 19/2",,
"Кропивницький,вул.Башкірська, 4",,
"Кропивницький,вул.В'ячеслава Чорновола, 1-а",,
"Кропивницький,вул.В'ячеслава Чорновола, 2-б",,
"Кропивницький,вул.В'ячеслава Чорновола, 8",,
"Кропивницький,вул.Гоголя, 36",,
"Кропивницький,вул.Гоголя, 50/26",,
"Кропивницький,вул.Дворцова, 67",,
